timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1684716906766,3,Login usuario que existe-1,200,OK,CP002a 1-7,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906766,3,Login usuario que existe-1,200,OK,CP002a 1-6,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906774,9,Login usuario que existe,200,OK,CP002a 1-8,text,true,,6645,755,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716906774,6,Login usuario que existe-0,302,Found,CP002a 1-8,text,true,,447,613,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716906780,3,Login usuario que existe-1,200,OK,CP002a 1-8,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906789,10,Login usuario que existe,200,OK,CP002a 1-10,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716906789,7,Login usuario que existe-0,302,Found,CP002a 1-10,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716906796,3,Login usuario que existe-1,200,OK,CP002a 1-10,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906789,10,Login usuario que existe,200,OK,CP002a 1-9,text,true,,6645,740,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716906789,7,Login usuario que existe-0,302,Found,CP002a 1-9,text,true,,447,598,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716906796,3,Login usuario que existe-1,200,OK,CP002a 1-9,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906805,8,Login usuario que existe,200,OK,CP002a 1-11,text,true,,6645,770,1,1,http://localhost:8080/twitter-clone/index.php,5,1,0,0,0
1684716906805,5,Login usuario que existe-0,302,Found,CP002a 1-11,text,true,,447,628,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,5,1,0,0,0
1684716906810,3,Login usuario que existe-1,200,OK,CP002a 1-11,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906820,10,Login usuario que existe,200,OK,CP002a 1-12,text,true,,6645,735,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716906820,10,Login usuario que existe,200,OK,CP002a 1-13,text,true,,6645,745,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716906820,6,Login usuario que existe-0,302,Found,CP002a 1-12,text,true,,447,593,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716906820,6,Login usuario que existe-0,302,Found,CP002a 1-13,text,true,,447,603,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716906827,3,Login usuario que existe-1,200,OK,CP002a 1-12,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906827,3,Login usuario que existe-1,200,OK,CP002a 1-13,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906845,11,Login usuario que existe,200,OK,CP002a 1-15,text,true,,6645,780,3,3,http://localhost:8080/twitter-clone/index.php,8,1,0,0,1
1684716906845,8,Login usuario que existe-0,302,Found,CP002a 1-15,text,true,,447,638,3,3,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,1
1684716906853,3,Login usuario que existe-1,200,OK,CP002a 1-15,text,true,,6198,142,3,3,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906845,11,Login usuario que existe,200,OK,CP002a 1-14,text,true,,6645,730,3,3,http://localhost:8080/twitter-clone/index.php,8,1,0,0,1
1684716906845,8,Login usuario que existe-0,302,Found,CP002a 1-14,text,true,,447,588,3,3,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,1
1684716906853,3,Login usuario que existe-1,200,OK,CP002a 1-14,text,true,,6198,142,3,3,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906851,10,Login usuario que existe,200,OK,CP002a 1-16,text,true,,6645,740,1,1,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716906851,7,Login usuario que existe-0,302,Found,CP002a 1-16,text,true,,447,598,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716906858,3,Login usuario que existe-1,200,OK,CP002a 1-16,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906867,10,Login usuario que existe,200,OK,CP002a 1-18,text,true,,6645,750,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716906867,10,Login usuario que existe,200,OK,CP002a 1-17,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716906867,7,Login usuario que existe-0,302,Found,CP002a 1-18,text,true,,447,608,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716906874,3,Login usuario que existe-1,200,OK,CP002a 1-18,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906867,7,Login usuario que existe-0,302,Found,CP002a 1-17,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716906874,3,Login usuario que existe-1,200,OK,CP002a 1-17,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906882,9,Login usuario que existe,200,OK,CP002a 1-19,text,true,,6645,750,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716906882,6,Login usuario que existe-0,302,Found,CP002a 1-19,text,true,,447,608,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716906888,3,Login usuario que existe-1,200,OK,CP002a 1-19,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906898,10,Login usuario que existe,200,OK,CP002a 1-20,text,true,,6645,765,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,0
1684716906898,10,Login usuario que existe,200,OK,CP002a 1-21,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,0
1684716906898,7,Login usuario que existe-0,302,Found,CP002a 1-20,text,true,,447,623,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,0
1684716906898,6,Login usuario que existe-0,302,Found,CP002a 1-21,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,0
1684716906905,3,Login usuario que existe-1,200,OK,CP002a 1-20,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906905,3,Login usuario que existe-1,200,OK,CP002a 1-21,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906913,9,Login usuario que existe,200,OK,CP002a 1-22,text,true,,6645,750,1,1,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716906913,7,Login usuario que existe-0,302,Found,CP002a 1-22,text,true,,447,608,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716906920,2,Login usuario que existe-1,200,OK,CP002a 1-22,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,2,1,0,0,0
1684716906929,10,Login usuario que existe,200,OK,CP002a 1-23,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,0
1684716906929,7,Login usuario que existe-0,302,Found,CP002a 1-23,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,0
1684716906936,3,Login usuario que existe-1,200,OK,CP002a 1-23,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906929,10,Login usuario que existe,200,OK,CP002a 1-24,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,0
1684716906929,7,Login usuario que existe-0,302,Found,CP002a 1-24,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,0
1684716906936,3,Login usuario que existe-1,200,OK,CP002a 1-24,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906945,11,Login usuario que existe,200,OK,CP002a 1-25,text,true,,6645,760,1,1,http://localhost:8080/twitter-clone/index.php,8,1,0,0,0
1684716906945,8,Login usuario que existe-0,302,Found,CP002a 1-25,text,true,,447,618,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,0
1684716906953,3,Login usuario que existe-1,200,OK,CP002a 1-25,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906961,9,Login usuario que existe,200,OK,CP002a 1-26,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,0
1684716906961,6,Login usuario que existe-0,302,Found,CP002a 1-26,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,0
1684716906967,3,Login usuario que existe-1,200,OK,CP002a 1-26,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906961,9,Login usuario que existe,200,OK,CP002a 1-27,text,true,,6645,745,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716906961,6,Login usuario que existe-0,302,Found,CP002a 1-27,text,true,,447,603,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716906967,3,Login usuario que existe-1,200,OK,CP002a 1-27,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716906976,10,Login usuario que existe,200,OK,CP002a 1-29,text,true,,6645,775,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,0
1684716906976,10,Login usuario que existe,200,OK,CP002a 1-28,text,true,,6645,760,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,0
1684716906976,6,Login usuario que existe-0,302,Found,CP002a 1-29,text,true,,447,633,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,0
1684716906976,6,Login usuario que existe-0,302,Found,CP002a 1-28,text,true,,447,618,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,0
1684716906982,4,Login usuario que existe-1,200,OK,CP002a 1-29,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716906982,4,Login usuario que existe-1,200,OK,CP002a 1-28,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907006,8,Login usuario que existe,200,OK,CP002a 1-30,text,true,,6645,755,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907006,6,Login usuario que existe-0,302,Found,CP002a 1-30,text,true,,447,613,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907012,2,Login usuario que existe-1,200,OK,CP002a 1-30,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,2,1,0,0,0
1684716907022,9,Login usuario que existe,200,OK,CP002a 1-31,text,true,,6645,730,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907022,6,Login usuario que existe-0,302,Found,CP002a 1-31,text,true,,447,588,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907028,3,Login usuario que existe-1,200,OK,CP002a 1-31,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907024,9,Login usuario que existe,200,OK,CP002a 1-32,text,true,,6645,760,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,0
1684716907024,6,Login usuario que existe-0,302,Found,CP002a 1-32,text,true,,447,618,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,0
1684716907030,3,Login usuario que existe-1,200,OK,CP002a 1-32,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907038,9,Login usuario que existe,200,OK,CP002a 1-33,text,true,,6645,765,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,0
1684716907038,6,Login usuario que existe-0,302,Found,CP002a 1-33,text,true,,447,623,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,0
1684716907044,3,Login usuario que existe-1,200,OK,CP002a 1-33,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907039,9,Login usuario que existe,200,OK,CP002a 1-35,text,true,,6645,775,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907039,6,Login usuario que existe-0,302,Found,CP002a 1-35,text,true,,447,633,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907045,3,Login usuario que existe-1,200,OK,CP002a 1-35,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907202,10,Login usuario que existe,200,OK,CP002a 1-51,text,true,,6645,780,17,17,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907190,11,Login usuario que existe,200,OK,CP002a 1-50,text,true,,6645,750,16,16,http://localhost:8080/twitter-clone/index.php,8,1,0,0,1
1684716907202,7,Login usuario que existe-0,302,Found,CP002a 1-51,text,true,,447,638,17,17,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907209,3,Login usuario que existe-1,200,OK,CP002a 1-51,text,true,,6198,142,17,17,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907190,8,Login usuario que existe-0,302,Found,CP002a 1-50,text,true,,447,608,16,16,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,1
1684716907198,3,Login usuario que existe-1,200,OK,CP002a 1-50,text,true,,6198,142,16,16,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907180,14,Login usuario que existe,200,OK,CP002a 1-49,text,true,,6645,735,16,16,http://localhost:8080/twitter-clone/index.php,10,1,0,0,1
1684716907180,10,Login usuario que existe-0,302,Found,CP002a 1-49,text,true,,447,593,16,16,http://localhost:8080/twitter-clone/handle/handlelogin.php,10,1,0,0,1
1684716907139,11,Login usuario que existe,200,OK,CP002a 1-45,text,true,,6645,745,12,12,http://localhost:8080/twitter-clone/index.php,8,1,0,0,1
1684716907190,4,Login usuario que existe-1,200,OK,CP002a 1-49,text,true,,6198,142,16,16,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907139,8,Login usuario que existe-0,302,Found,CP002a 1-45,text,true,,447,603,12,12,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,1
1684716907149,10,Login usuario que existe,200,OK,CP002a 1-46,text,true,,6645,750,12,12,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907147,3,Login usuario que existe-1,200,OK,CP002a 1-45,text,true,,6198,142,12,12,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907129,10,Login usuario que existe,200,OK,CP002a 1-44,text,true,,6645,770,11,11,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907149,7,Login usuario que existe-0,302,Found,CP002a 1-46,text,true,,447,608,12,12,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907156,3,Login usuario que existe-1,200,OK,CP002a 1-46,text,true,,6198,142,12,12,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907129,7,Login usuario que existe-0,302,Found,CP002a 1-44,text,true,,447,628,11,11,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907136,3,Login usuario que existe-1,200,OK,CP002a 1-44,text,true,,6198,142,11,11,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907160,10,Login usuario que existe,200,OK,CP002a 1-47,text,true,,6645,735,13,13,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907160,7,Login usuario que existe-0,302,Found,CP002a 1-47,text,true,,447,593,13,13,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907119,10,Login usuario que existe,200,OK,CP002a 1-43,text,true,,6645,750,9,9,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907167,3,Login usuario que existe-1,200,OK,CP002a 1-47,text,true,,6198,142,13,13,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907171,11,Login usuario que existe,200,OK,CP002a 1-48,text,true,,6645,775,15,15,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907119,7,Login usuario que existe-0,302,Found,CP002a 1-43,text,true,,447,608,9,9,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907126,3,Login usuario que existe-1,200,OK,CP002a 1-43,text,true,,6198,142,9,9,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907171,7,Login usuario que existe-0,302,Found,CP002a 1-48,text,true,,447,633,15,15,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907107,13,Login usuario que existe,200,OK,CP002a 1-42,text,true,,6645,765,9,9,http://localhost:8080/twitter-clone/index.php,10,1,0,0,1
1684716907178,4,Login usuario que existe-1,200,OK,CP002a 1-48,text,true,,6198,142,15,15,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907107,10,Login usuario que existe-0,302,Found,CP002a 1-42,text,true,,447,623,9,9,http://localhost:8080/twitter-clone/handle/handlelogin.php,10,1,0,0,1
1684716907117,3,Login usuario que existe-1,200,OK,CP002a 1-42,text,true,,6198,142,9,9,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907097,12,Login usuario que existe,200,OK,CP002a 1-41,text,true,,6645,735,8,8,http://localhost:8080/twitter-clone/index.php,8,1,0,0,1
1684716907097,8,Login usuario que existe-0,302,Found,CP002a 1-41,text,true,,447,593,8,8,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,1
1684716907105,4,Login usuario que existe-1,200,OK,CP002a 1-41,text,true,,6198,142,8,8,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907090,11,Login usuario que existe,200,OK,CP002a 1-40,text,true,,6645,775,7,7,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907090,7,Login usuario que existe-0,302,Found,CP002a 1-40,text,true,,447,633,7,7,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907097,4,Login usuario que existe-1,200,OK,CP002a 1-40,text,true,,6198,142,7,7,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907079,10,Login usuario que existe,200,OK,CP002a 1-39,text,true,,6645,760,5,5,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907079,7,Login usuario que existe-0,302,Found,CP002a 1-39,text,true,,447,618,5,5,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907086,3,Login usuario que existe-1,200,OK,CP002a 1-39,text,true,,6198,142,5,5,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907068,8,Login usuario que existe,200,OK,CP002a 1-38,text,true,,6645,780,4,4,http://localhost:8080/twitter-clone/index.php,5,1,0,0,0
1684716907068,5,Login usuario que existe-0,302,Found,CP002a 1-38,text,true,,447,638,4,4,http://localhost:8080/twitter-clone/handle/handlelogin.php,5,1,0,0,0
1684716907073,3,Login usuario que existe-1,200,OK,CP002a 1-38,text,true,,6198,142,4,4,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907058,9,Login usuario que existe,200,OK,CP002a 1-37,text,true,,6645,735,4,4,http://localhost:8080/twitter-clone/index.php,7,1,0,0,0
1684716907058,7,Login usuario que existe-0,302,Found,CP002a 1-37,text,true,,447,593,4,4,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,0
1684716907065,2,Login usuario que existe-1,200,OK,CP002a 1-37,text,true,,6198,142,4,4,http://localhost:8080/twitter-clone/index.php,2,1,0,0,0
1684716907054,11,Login usuario que existe,200,OK,CP002a 1-34,text,true,,6645,775,3,3,http://localhost:8080/twitter-clone/index.php,8,1,0,0,1
1684716907054,8,Login usuario que existe-0,302,Found,CP002a 1-34,text,true,,447,633,3,3,http://localhost:8080/twitter-clone/handle/handlelogin.php,8,1,0,0,1
1684716907062,3,Login usuario que existe-1,200,OK,CP002a 1-34,text,true,,6198,142,3,3,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907049,13,Login usuario que existe,200,OK,CP002a 1-36,text,true,,6645,775,3,3,http://localhost:8080/twitter-clone/index.php,9,1,0,0,1
1684716907049,9,Login usuario que existe-0,302,Found,CP002a 1-36,text,true,,447,633,3,3,http://localhost:8080/twitter-clone/handle/handlelogin.php,9,1,0,0,1
1684716907058,4,Login usuario que existe-1,200,OK,CP002a 1-36,text,true,,6198,142,3,3,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907213,12,Login usuario que existe,200,OK,CP002a 1-52,text,true,,6645,770,2,2,http://localhost:8080/twitter-clone/index.php,7,1,0,0,1
1684716907213,7,Login usuario que existe-0,302,Found,CP002a 1-52,text,true,,447,628,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,7,1,0,0,1
1684716907221,4,Login usuario que existe-1,200,OK,CP002a 1-52,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,4,1,0,0,0
1684716907222,9,Login usuario que existe,200,OK,CP002a 1-53,text,true,,6645,745,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907222,6,Login usuario que existe-0,302,Found,CP002a 1-53,text,true,,447,603,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907228,3,Login usuario que existe-1,200,OK,CP002a 1-53,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907232,9,Login usuario que existe,200,OK,CP002a 1-54,text,true,,6645,745,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907232,6,Login usuario que existe-0,302,Found,CP002a 1-54,text,true,,447,603,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907238,3,Login usuario que existe-1,200,OK,CP002a 1-54,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907242,9,Login usuario que existe,200,OK,CP002a 1-55,text,true,,6645,760,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907242,6,Login usuario que existe-0,302,Found,CP002a 1-55,text,true,,447,618,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907248,3,Login usuario que existe-1,200,OK,CP002a 1-55,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907253,9,Login usuario que existe,200,OK,CP002a 1-56,text,true,,6645,755,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907253,6,Login usuario que existe-0,302,Found,CP002a 1-56,text,true,,447,613,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907259,3,Login usuario que existe-1,200,OK,CP002a 1-56,text,true,,6198,142,1,1,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907263,19,Login usuario que existe,200,OK,CP002a 1-57,text,true,,6645,745,2,2,http://localhost:8080/twitter-clone/index.php,16,1,0,0,1
1684716907263,16,Login usuario que existe-0,302,Found,CP002a 1-57,text,true,,447,603,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,16,1,0,0,1
1684716907279,3,Login usuario que existe-1,200,OK,CP002a 1-57,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907273,9,Login usuario que existe,200,OK,CP002a 1-58,text,true,,6645,735,2,2,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907273,6,Login usuario que existe-0,302,Found,CP002a 1-58,text,true,,447,593,2,2,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
1684716907279,3,Login usuario que existe-1,200,OK,CP002a 1-58,text,true,,6198,142,2,2,http://localhost:8080/twitter-clone/index.php,3,1,0,0,0
1684716907283,9,Login usuario que existe,200,OK,CP002a 1-59,text,true,,6645,755,1,1,http://localhost:8080/twitter-clone/index.php,6,1,0,0,1
1684716907283,6,Login usuario que existe-0,302,Found,CP002a 1-59,text,true,,447,613,1,1,http://localhost:8080/twitter-clone/handle/handlelogin.php,6,1,0,0,1
